1.2233e+06,4.885e+07,4.8591e+07,4.2377e+07,4.5595e+07,4.2322e+07
4.6838e+06,2.2185e+08,1.0627e+09,2.994e+08,2.7525e+08,2.5855e+08
1.2684e+06,8.5222e+07,8.9477e+07,8.5428e+07,1.0751e+08,1.0539e+08
5.1971e+05,2.0894e+07,2.066e+07,2.314e+07,2.3184e+07,2.2453e+07
1.1073e+07,4.6732e+08,4.2724e+08,3.823e+08,3.9882e+08,3.8543e+08
53396,4.0822e+06,4.9923e+06,3.9594e+06,3.7486e+06,3.5794e+06
3796,3.1262e+07,4.4481e+07,2.7624e+07,2.8914e+07,2.7052e+07
1.1342e+06,4.0182e+07,3.9324e+07,3.5128e+07,3.6553e+07,3.5075e+07
6.8741e+05,3.1442e+07,4.9935e+07,2.7725e+07,2.8322e+07,3.2791e+07
50268,3.4369e+06,3.2216e+06,3.0733e+06,3.4583e+06,3.1151e+06
21279,2.4837e+06,2.2985e+06,2.608e+06,2.2931e+06,2.1723e+06
5.8906e+05,2.8028e+07,3.1257e+07,2.5891e+07,2.7335e+07,2.5442e+07
25423,2.8788e+06,2.8534e+06,3.0293e+06,2.6254e+06,2.5255e+06
5.9507e+05,2.7751e+07,4.8108e+07,2.7257e+07,2.767e+07,2.5369e+07
4.1749e+05,2.0333e+07,3.6112e+07,1.9706e+07,1.995e+07,1.8596e+07
5.6762e+05,3.3108e+07,7.2181e+07,3.2085e+07,3.4015e+07,2.9382e+07
4.6929e+05,1.732e+07,1.5779e+07,1.9449e+07,1.8588e+07,1.8859e+07
5.5364e+06,2.9648e+08,6.4392e+08,2.6935e+08,2.7556e+08,2.7125e+08
1950,1.7018e+06,1.5248e+06,1.4666e+06,1.4685e+06,1.4584e+06
2.4386e+05,1.1652e+07,1.7562e+07,1.0888e+07,1.0383e+07,1.6235e+07
5.4174e+05,3.7781e+07,4.2619e+07,2.4977e+07,2.5275e+07,2.3364e+07
1.0934e+06,3.6672e+07,3.4207e+07,4.0269e+07,4.0411e+07,3.9602e+07
25631,3.3445e+06,2.7238e+06,2.9972e+06,2.8766e+06,2.7995e+06
635,3.6772e+06,3.4558e+06,3.3646e+06,3.3628e+06,3.3699e+06
2.6648e+05,2.0117e+07,2.0095e+07,1.3125e+07,1.9568e+07,1.1972e+07
5.8139e+05,2.3944e+07,2.3584e+07,2.1637e+07,2.2174e+07,2.1179e+07
1.0725e+06,3.9288e+07,3.4725e+07,4.192e+07,4.0293e+07,4.0995e+07
4.2974e+05,1.7786e+07,1.8641e+07,1.655e+07,1.7095e+07,1.5978e+07
5.2349e+05,2.4108e+07,4.0638e+07,2.3309e+07,2.3595e+07,2.1904e+07
56990,4.6778e+06,4.5469e+06,4.3658e+06,4.2819e+06,4.3695e+06
74400,4.7639e+06,6.0993e+06,4.5967e+06,4.4397e+06,4.8054e+06
6.1557e+05,4.6879e+07,4.4165e+07,3.7684e+07,4.0607e+07,4.2348e+07
1.0393e+06,5.3645e+07,9.9933e+07,4.951e+07,4.9841e+07,4.9258e+07
96675,3.8585e+07,3.9646e+07,3.8472e+07,3.8258e+07,3.8847e+07
1.2887e+05,6.1313e+06,5.6178e+06,6.3657e+06,6.259e+06,6.2987e+06
3.3937e+06,1.5928e+08,4.9751e+08,1.4613e+08,1.501e+08,1.6856e+08
1.2731e+05,6.1918e+06,5.9082e+06,6.5012e+06,6.528e+06,6.3894e+06
45044,3.2659e+06,2.8837e+06,3.4198e+06,3.1285e+06,3.0858e+06
2.0563e+07,9.3151e+08,9.4906e+08,8.2799e+08,8.2615e+08,8.0332e+08
8.7235e+05,5.7258e+07,4.2229e+07,3.5648e+07,3.8826e+07,2.6457e+07
2.6648e+05,1.6344e+07,2.1622e+07,1.5142e+07,1.5616e+07,1.3373e+07
74399,4.9738e+06,4.7912e+06,5.046e+06,4.7845e+06,4.5288e+06
